Grupo,Nombre del producto,Tipo,Autores,Lugar,Editorial,DOI,ISSN,Revista,Año,Volumen,Fasciculo,Página inicial,Página final,Palabras,Area,Sectores
NATURATU,Metabolomic Analysis of Two Parmotrema Lichens: P. robustum (Degel.) Hale and P. andinum (Mull. Arg.) Hale Using UHPLC-ESI-OT-MS-MS, Publicado en revista especializada, EDGAR ORLANDO NAGLES VIDAL,Suiza, Molecules ,10.3390/molecules22111861, 1420-3049, Molecules , 2017,22 ,N/A , 1861 , 1873,,,
NATURATU,Metabolomic Analysis of Two Parmotrema Lichens: P. robustum (Degel.) Hale and P. andinum (Mull. Arg.) Hale Using UHPLC-ESI-OT-MS-MS, Publicado en revista especializada," ALFREDO JOSE TORRES BENITEZ, OLIMPO JOSE GARCIA BELTRAN, EDGAR ORLANDO NAGLES VIDAL, MARIA ALEJANDRA RIVERA MONTALVO",Suiza, Molecules ,10.3390/molecules22111861, 1420-3049, Molecules , 2017,22 ,11 , 1861 , 1872,,,
NATURATU,Determination and comparison of theoretical erosion indices in Venezuelan southern-Andean flank basins supported in geographical information systems and python programming, Publicado en revista especializada," XAVIER BUSTOS CATARI, MAURICIO ALBERTO BERMUDEZ CELLA",Venezuela, TERRA NUEVA ETAPA ,, 1012-7089, TERRA NUEVA ETAPA , 2017,33 ,53 , 105 , 122,,,
NATURATU,Adsorptive Stripping Voltammetric Determination of Morin in Tea Infusions and Chocolate Drinks on a Gold Electrode. Effect of Cetylpyridinium Bromide on the Sensitivity of the Method, Publicado en revista especializada," EDGAR ORLANDO NAGLES VIDAL, JOHN HURTADO, OLIMPO JOSE GARCIA BELTRAN",Bosnia-Herzegovina, International Journal of Electrochemical Science ,10.20964/2017.10.07, 1452-3981, International Journal of Electrochemical Science , 2017,12 ,N/A , 9408 , 9417,,,
NATURATU,Adsorptive Stripping Voltammetric Determination of Morin in Tea Infusions and Chocolate Drinks on a Gold Electrode. Effect of Cetylpyridinium Bromide on the Sensitivity of the Method, Publicado en revista especializada," OLIMPO JOSE GARCIA BELTRAN, JOHN JADY HURTADO BELALCAZAR, EDGAR ORLANDO NAGLES VIDAL",Serbia, International Journal of Electrochemical Science ,10.20964/2017.10.07, 1452-3981, International Journal of Electrochemical Science , 2017,12 , , 9408 , 9417,,,
NATURATU,Simultaneous Determination of Lead and Cadmium by Stripping Voltammetry Using in-situ Mercury Film Glassy Carbon Electrode Coated with Nafion-Macrocyclic Ester, Publicado en revista especializada," EDGAR ORLANDO NAGLES VIDAL, OLIMPO JOSE GARCIA BELTRAN, JOHN HURTADO",Serbia, International Journal of Electrochemical Science ,10.20964/2017.08.65, 1452-3981, International Journal of Electrochemical Science , 2017,12 ,N/A , 6920 , 6929,,,
NATURATU,Simultaneous Determination of Lead and Cadmium by Stripping Voltammetry Using in-situ Mercury Film Glassy Carbon Electrode Coated with Nafion-Macrocyclic Ester, Publicado en revista especializada, OLIMPO JOSE GARCIA BELTRAN,Serbia, International Journal of Electrochemical Science ,doi: 10.20964/2017.08.65, 1452-3981, International Journal of Electrochemical Science , 2017,12 , , 6920 , 6929,,,
NATURATU,"Synthesis, crystal structure, catalytic and anti-Trypanosoma cruzi activity of a new chromium(III) complex containing bis(3,5- dimethylpyrazol-1-yl)methane", Publicado en revista especializada," EDGAR ORLANDO NAGLES VIDAL, JOHN HURTADO",Estados Unidos, Journal of Molecular Structure ,10.1016/j.molstruc.2017.06.014, 0022-2860, Journal of Molecular Structure , 2017,1146 ,N/A , 365 , 372,,,
NATURATU,"Análisis de los procesos controladores en la evolución topográfica de la subcuenca del río guárico, venezuela: mediante métodos multiherramientas", Publicado en revista especializada," MARLENE FLORES FERRIN, MAURICIO ALBERTO BERMUDEZ CELLA, XAVIER BUSTOS CATARI, MATTHIAS BERNET, CHARLES VIANA CASTELLANOS, SURISADAY ARCIA, MICHAEL SCHMITZ",Venezuela, TERRA NUEVA ETAPA ,, 1012-7089, TERRA NUEVA ETAPA , 2017,33 ,54 , 71 , 106,,,
NATURATU,Synthesis and Structural Characterization of New Macrocyclic Ester. Study as an Immobilization Agent for Determination of Lead by Anodic Stripping Voltammetry, Publicado en revista especializada," OLIMPO JOSE GARCIA BELTRAN, EDGAR ORLANDO NAGLES VIDAL",Yugoslavia, International Journal of Electrochemical Science ,10.20964/2017.04.40, 1452-3981, International Journal of Electrochemical Science , 2017,12 , , 3109 , 3119,,,
NATURATU,Proposal of a methodology to calculate propagation of a variable statistical error (VEE): applications to well log data and thermocronologic dating, Publicado en revista especializada," HELY SAUL SOCORRO MACQUHAE, MAURICIO ALBERTO BERMUDEZ CELLA",Venezuela, Revista Tecnica de la Facultad de Ingenieria Universidad del Zulia ,, 0254-0770, Revista Tecnica de la Facultad de Ingenieria Universidad del Zulia , 2017,40 ,1 , 26 , 33,,,
NATURATU,Development of an Electrochemical Sensor to Detect Dopamine and Ascorbic Acid Based on Neodymium (III) Oxide and Chitosan, Publicado en revista especializada," EDGAR ORLANDO NAGLES VIDAL, OLIMPO JOSE GARCIA BELTRAN",Alemania, Electroanalysis ,10.1002/elan.201600729, 1521-4109, Electroanalysis , 2017,29 ,N/A , 1081 , 1087,,,
NATURATU,Synthesis and Structural Characterization of New Macrocyclic Ester. Study as an Immobilization Agent for Determination of Lead by Anodic Stripping Voltammetry, Publicado en revista especializada," EDGAR ORLANDO NAGLES VIDAL, JOHN HURTADO, OLIMPO JOSE GARCIA BELTRAN",República Checa, International Journal of Electrochemical Science ,10.20964/2017.04.40, 1452-3981, International Journal of Electrochemical Science , 2017,12 ,N/A , 3109 , 3119,,,
NATURATU,"COMPOSICIÓN FÍSICA Y QUÍMICA DE LOS SUELOS FLUVIOVOLCÁNICOS DE ARMERO TOLIMA, COLOMBIA", Publicado en revista especializada," ALFREDO JOSE TORRES BENITEZ, HECTOR ESQUIVEL, FERNANDO TINOCO",Colombia, Revista de la Academia Colombiana de Ciencias Exactas,10.18257/raccefyn.447, 0370-3908, Revista de la Academia Colombiana de Ciencias Exactas, 2017,41 ,158 , 119 , 126,,,
NATURATU,A MODEL OF ANAEROBIC DIGESTION FOR BIOGAS PRODUCTION USING ABEL EQUATIONS, Publicado en revista especializada, MAXIMILIANO MACHADO HIGUERA,India, Far East Journal of Mathematical Sciences ,10.17654/MS101061295, 0972-0871, Far East Journal of Mathematical Sciences , 2017,101 ,6 , 1295 , 1311,,,
NATURATU,Development of a novel electrochemical sensor based on cobalt(II) complex useful in the detection of dopamine in presence of ascorbic acid and uric acid, Publicado en revista especializada," EDGAR ORLANDO NAGLES VIDAL, JOHN HURTADO, OLIMPO JOSE GARCIA BELTRAN",Estados Unidos, Journal Of Electroanalytical Chemistry ,, 1572-6657, Journal Of Electroanalytical Chemistry , 2017,788 ,N/A , 38 , 43,,,
NATURATU,Development of a novel electrochemical sensor based on cobalt(II) complex useful in the detection of dopamine in presence of ascorbic acid and uric acid, Publicado en revista especializada, OLIMPO JOSE GARCIA BELTRAN,Colombia, Journal Of Electroanalytical Chemistry ,10.1016/j.jelechem.2017.01.057, 1572-6657, Journal Of Electroanalytical Chemistry , 2017,788 , , 38 , 43,,,
NATURATU,Development of an Electrochemical Sensor to Detect Dopamine and Ascorbic Acid Based on Neodymium (III) Oxide and Chitosan, Publicado en revista especializada, OLIMPO JOSE GARCIA BELTRAN,Colombia, Electroanalysis ,10.1002/elan.201600729, 1521-4109, Electroanalysis , 2017,29 , , 1 , 8,,,
NATURATU,New fluorescent turn-off probes for highly sensitive and selectivedetection of SO2derivatives in a micellar media, Publicado en revista especializada, OLIMPO JOSE GARCIA BELTRAN,Colombia, Sensors and Actuators,10.1016/j.snb.2016.07.107, 0925-4005, Sensors and Actuators, 2017,238 , , 578 , 587,,,
NATURATU,Impedimetric evaluation of hybrid cationic porphyrin/quantum dot multilayer assemblies: a biocompatible interface for calf thymus DNA immobilization, Publicado en revista especializada, OLIMPO JOSE GARCIA BELTRAN,Colombia, Journal of Solid State Electrochemistry ,10.1007/s10008-016-3367-4, 1433-0768, Journal of Solid State Electrochemistry , 2017,21 , , 243 , 253,,,
NATURATU,New fluorescent turn-off probes for highly sensitive and selective detection of SO2 derivatives in a micellar media, Publicado en revista especializada," MARGARITA ELLY ALIAGA MIRANDA, OLIMPO JOSE GARCIA BELTRAN",, Sensors and Actuators,, 0925-4005, Sensors and Actuators, 2017,238 , , 578 , 587,,,
NATURATU,"Neuroprotective Effect of a New 7,8-Dihydroxycoumarin-Based Fe2+/ Cu2+ Chelator in Cell and Animal Models of Parkinson¿s Disease", Publicado en revista especializada, OLIMPO JOSE GARCIA BELTRAN,Colombia, ACS Chemical Neuroscience ,10.1021/acschemneuro.6b00309, 1948-7193, ACS Chemical Neuroscience , 2017,8 , , 178 , 185,,,
NATURATU,"Leptin levels, seasonality and thermal acclimation in the Microbiotherid marsupial Dromiciops gliroides: Does photoperiod play a role?", Publicado en revista especializada, LIDA MARCELA FRANCO PEREZ,Estados Unidos, Comparative Biochemistry And Physiology. Part A,http://dx.doi.org/10.1016/j.cbpa.2016.09.025, 1096-4940, Comparative Biochemistry And Physiology. Part A, 2017,203 ,N/A , 233 , 240,,,
NATURATU,In situ-Mercury Film Electrode for Simultaneous Determination of Lead and Cadmium Using Nafion Coated New Coumarin Schiff Base as Chelating-Adsorbent, Publicado en revista especializada," OLIMPO JOSE GARCIA BELTRAN, EDGAR ORLANDO NAGLES VIDAL",Colombia, International Journal of Electrochemical Science ,10.20964/2016.12.02, 1452-3981, International Journal of Electrochemical Science , 2016,11 , , 9855 , 9867,,,
NATURATU,Determination of Sudan I in drinks containing Sunset yellow by adsorptive stripping voltammetry, Publicado en revista especializada, MARGARITA ELLY ALIAGA MIRANDA,Chile, Food Chemistry ,, 0308-8146, Food Chemistry , 2016,212 , , 807 , 813,,,
NATURATU,"Gastroprotective activity of synthetic coumarins: Role of endogenous prostaglandins, nitric oxide, non-protein sulfhydryls and vanilloid receptors", Publicado en revista especializada," OLIMPO JOSE GARCIA BELTRAN, BEATRIZ SEPULVEDA, CARLOS ARECHE, MARIO SIMIRGIOTIS",Reino Unido, Bioorganic and Medicinal Chemistry Letters ,10.1016/j.bmcl.2016.10.056, 0960-894X, Bioorganic and Medicinal Chemistry Letters , 2016,26 , , 5732 , 5735,,,
NATURATU,Electrochemical Sensors for Dopamine using Graphene-cobalt (II) Complex Modified Glassy Carbon Electrode by Adsorptive Voltammetry, Publicado en revista especializada," EDGAR ORLANDO NAGLES VIDAL, OLIMPO JOSE GARCIA BELTRAN, JOHN HURTADO",España, Analytical and Bioanalytical Electrochemistry ,, 2008-4226, Analytical and Bioanalytical Electrochemistry , 2016,8 ,7 , 922 , 930,,,
NATURATU,Electrochemical Sensors for Dopamine using Graphenecobalt(II) Complex Modified Glassy Carbon Electrode by Adsorptive Voltammetry, Publicado en revista especializada, OLIMPO JOSE GARCIA BELTRAN,Irán, Analytical and Bioanalytical Electrochemistry ,, 2008-4226, Analytical and Bioanalytical Electrochemistry , 2016,8 ,7 , 910 , 921,,,
NATURATU,In situ-Mercury Film Electrode for Simultaneous Determination of Lead and Cadmium Using Nafion Coated New Coumarin Schiff Base as Chelating-Adsorbent, Publicado en revista especializada," EDGAR ORLANDO NAGLES VIDAL, JOHN HURTADO, OLIMPO JOSE GARCIA BELTRAN",República Checa, International Journal of Electrochemical Science , 10.20964/2016.12.02, 1452-3981, International Journal of Electrochemical Science , 2016,11 ,N/A , 9855  , 9867,,,
NATURATU,"Avifauna del complejo de páramos Chilí-Barragán (Tolima, Colombia)", Publicado en revista especializada," MIGUEL CESAR MORENO PALACIOS, SERGIO LOSADA PRADO",Colombia, Biota Colombiana ,10.21068/C2016v17s02a07, 0124-5376, Biota Colombiana , 2016,17 ,N/A , 114 , 133,,,
NATURATU,"Gastroprotective activity of synthetic coumarins: Role of endogenous prostaglandins, nitric oxide, non-protein sulfhydryls and vanilloid receptors", Publicado en revista especializada," BEATRIZ SEPULVEDA, CRISTINA QUISPE, MARIO SIMIRGIOTIS, ALFREDO JOSE TORRES BENITEZ, JOHANNA ALEXANDRA REYES ORTIZ, CARLOS ARECHE MEDINA, OLIMPO JOSE GARCIA BELTRAN",Estados Unidos, Bioorganic and Medicinal Chemistry Letters ,10.1016/j.bmcl.2016.10.056, 0960-894X, Bioorganic and Medicinal Chemistry Letters , 2016,26 , , 5732 , 5735,,,
NATURATU,Determination of Rutin in Black Tea by Adsorption Voltammetry (AdV) in the Presence of Morin and Quercetin, Publicado en revista especializada," EDGAR ORLANDO NAGLES VIDAL, OLIMPO JOSE GARCIA BELTRAN",Estados Unidos, Food Analytical Methods ,10.1007/s12161-016-0538-y, 1936-9751, Food Analytical Methods , 2016,9 ,12 , 3420 , 3427,,,
NATURATU,Inclusion of Ethyl Acetoacetate Bearing 7-Hydroxycoumarin Dye by β-Cyclodextrin and its Cooperative Assembly with Mercury(II) Ions: Spectroscopic and Molecular Modeling Studies, Publicado en revista especializada," MARGARITA ELLY ALIAGA MIRANDA, OLIMPO JOSE GARCIA BELTRAN",Portugal, ChemPhysChem ,, 1439-7641, ChemPhysChem , 2016,17 , , 3300 , 3308,,,
NATURATU,"Ex Situ Poly(3,4-ethylenedioxythiophene)-sodium Dodecyl Sulfate-Antimony Film Electrode for Anodic Stripping Voltammetry Determination of Lead and Cadmium", Publicado en revista especializada," EDGAR ORLANDO NAGLES VIDAL, OLIMPO JOSE GARCIA BELTRAN, JOHN HURTADO",Yugoslavia, International Journal of Electrochemical Science ,, 1452-3981, International Journal of Electrochemical Science , 2016,11 ,N/A , 7507   , 7518,,,
NATURATU,"Ex Situ Poly(3,4-ethylenedioxythiophene)-sodium Dodecyl Sulfate-Antimony Film Electrode for Anodic Stripping Voltammetry Determination of Lead and Cadmium", Publicado en revista especializada," OLIMPO JOSE GARCIA BELTRAN, EDGAR ORLANDO NAGLES VIDAL",Colombia, International Journal of Electrochemical Science ,10.20964/2016.09.28, 1452-3981, International Journal of Electrochemical Science , 2016,11 , , 7507 , 7518,,,
NATURATU,"Reactivity and selectivity of the reaction of O,O-diethyl 2,4-dinitrophenyl phosphate and thionophosphate with thiols of low molecular weight", Publicado en revista especializada, MARGARITA ELLY ALIAGA MIRANDA,Chile, Organic and Biomolecular Chemistry ,, 1477-0539, Organic and Biomolecular Chemistry , 2016,14 , , 6479 , 6486,,,
NATURATU,Redox-implications associated with the formation of complexes between copper ions and reduced or oxidized glutathione, Publicado en revista especializada, MARGARITA ELLY ALIAGA MIRANDA,Chile, Journal of Inorganic Biochemistry ,, 0162-0134, Journal of Inorganic Biochemistry , 2016,154 , , 78 , 88,,,
NATURATU,Determination of Rutin in Black Tea by Adsorption Voltammetry (AdV) in the Presence of Morin and Quercetin, Publicado en revista especializada," OLIMPO JOSE GARCIA BELTRAN, EDGAR ORLANDO NAGLES VIDAL",Colombia, Food Analytical Methods ,10.1007/s12161-016-0538-y, 1936-976X, Food Analytical Methods , 2016,9 ,12 , 3420 , 3427,,,
NATURATU,Gastroprotective effects of new diterpenoid derivatives from Azorella cuatrecasasii Mathias & Constance obtained using a β-cyclodextrin complex with microbial and chemical transformations, Publicado en revista especializada," BEATRIZ SEPULVEDA, CRISTINA QUISPE, MARIO SIMIRGIOTIS, OLIMPO JOSE GARCIA BELTRAN, CARLOS ARECHE",Reino Unido, Bioorganic and Medicinal Chemistry Letters ,10.1016/j.bmcl.2016.05.081, 0960-894X, Bioorganic and Medicinal Chemistry Letters , 2016,26 , , 3220 , 3222,,,
NATURATU,"EVALUACIÓN RÁPIDA DE LAS AVES DE LA PARTE BAJA DE LA CUENCA DEL RÍO ANAMICHÚ, MUNICIPIO DE RIO BLANCO - TOLIMA", Publicado en revista especializada," YAIR GUILLERMO MOLINA MARTINEZ, JORGE ENRIQUE GARCIA MELO, LOSADA PRADO S",Colombia, Tumbaga ,, 1909-4841, Tumbaga , 2015,2 ,10 , 72 , 93,,,
NATURATU,Determination of pentahydroxyflavones using a coated chitosan multi-wall carbon nanotubes and ionic liquids glassy carbon electrode by adsorption stripping voltammetry (AdSV), Publicado en revista especializada," EDGAR ORLANDO NAGLES VIDAL, OLIMPO JOSE GARCIA BELTRAN",Suiza, Journal Of Electroanalytical Chemistry ,10.1016/j.jelechem.2015.11.008, 1572-6657, Journal Of Electroanalytical Chemistry , 2015,759 ,2 , 153 , 157,,,
NATURATU,"Determinación de hidroquinona usando un electrodo de carbono vítreo modificado con quitosano, nano tubos de carbono de pared múltiple y líquido iónico. Posible uso como sensor", Publicado en revista especializada," EDGAR ORLANDO NAGLES VIDAL, ADRIAN CAMILO MARINO ALDANA, CLAUDIA CUELLAR, KAREN LICETH BOLANOS JIMENEZ, YARITHZA ANDREA LEIVA CUENCA",Colombia, Revista Colombiana de Ciencias Quimico-Farmaceuticas(Colombia) ,, 0034-7418, Revista Colombiana de Ciencias Quimico-Farmaceuticas(Colombia) , 2015,44 ,3 , 311 , 321 ,,,
NATURATU,Iron Chelators and Antioxidants Regenerate Neuritic Tree and Nigrostriatal Fibers of MPP+/MPTP-Lesioned Dopaminergic Neurons, Publicado en revista especializada," PABLA AGUIRRE, NATALIA MENA, CARLOS CARRASCO, YORKA MUNOZ, PATRICIO PEREZ HENRIQUEZ, RODRIGO MORALES, BRUCE CASSELS NIVEN, CAROLINA MENDEZ GALVEZ, OLIMPO JOSE GARCIA BELTRAN, CHRISTIAN GONZALEZ BILLAULT, MARCO NUNEZ",Estados Unidos, PLoS ONE ,10.1371/journal.pone.0144848, 1932-6203, PLoS ONE , 2015,10 ,12 , 1 , 15,,,
NATURATU,Determination of pentahydroxyflavones using a coated chitosan multi-wall carbon nanotubes and ionic liquids glassy carbon electrode by adsorption stripping voltammetry (AdSV), Publicado en revista especializada," EDGAR ORLANDO NAGLES VIDAL, ADRIAN CAMILO MARINO ALDANA, KAREN LICETH BOLANOS JIMENEZ, YARITHZA ANDREA LEIVA CUENCA, OLIMPO JOSE GARCIA BELTRAN",Estados Unidos, Journal Of Electroanalytical Chemistry ,10.1016/j.jelechem.2015.11.008, 1572-6657, Journal Of Electroanalytical Chemistry , 2015,759 ,N/A , 153 , 157,,,
NATURATU,Synthesis and characterization of a novel fluorescent and colorimetric probe for the detection of mercury (II) even in the presence of relevant biothiols, Publicado en revista especializada, SEBASTIAN CAMILO GALLEGO QUINTERO,, Tetrahedron Letters ,, 0040-4039, Tetrahedron Letters , 2015,56 , , 5761 , 5766,,,
NATURATU,Synthesis and characterization of a novel fluorescent and colorimetric probe for the detection of mercury (II) even in the presence of relevant biothiols, Publicado en revista especializada," OLIMPO JOSE GARCIA BELTRAN, ALVARO CANETE, SEBASTIAN CAMILO GALLEGO QUINTERO, MARCO NUNEZ, MARGARITA ALIAGA",Reino Unido, Tetrahedron Letters ,10.1016/j.tetlet.2015.09.001, 0040-4039, Tetrahedron Letters , 2015,56 ,42 , 5761 , 5766,,,
NATURATU,The detrital record of late-Miocene to Pliocene surface uplift and exhumation of the Venezuelan Andes in the Maracaibo and Barinas foreland basins, Publicado en revista especializada, MAURICIO ALBERTO BERMUDEZ CELLA,, Basin Research ,10.1111/bre.12154, 1365-2117, Basin Research , 2015,1 ,1 , 1 , 26,,,
NATURATU,Synthesis and characterization of a novel fluorescent and colorimetric probe for the detection of mercury (II) even in the presence of relevant biothiols, Publicado en revista especializada, MARGARITA ELLY ALIAGA MIRANDA,Colombia, Tetrahedron Letters ,, 0040-4039, Tetrahedron Letters , 2015,56 , , 5761 , 5766,,,
NATURATU,Towards a simple dynamical model of citizens¿ perception, Publicado en revista especializada," JORGE VILLALOBOS DURAN, MAURICIO VARGAS VILLEGAS",Reino Unido, Kybernetes ,http://dx.doi.org/10.1108/K-12-2014-0281, 0368-492X, Kybernetes , 2015,44 ,6/7 , 1134 , 1145,,,
NATURATU,The novel mitochondrial iron chelator 5-((methylamino)methyl)-8- hydroxyquinoline protects against mitochondrial-induced oxidative damage and neuronal death, Publicado en revista especializada," OLIMPO JOSE GARCIA BELTRAN, BRUCE CASSELS NIVEN, MARCO NUNEZ, NATALIA MENA",Estados Unidos, Biochemical and Biophysical Research Communications ,10.1016/j.bbrc.2015.06.014, 0006-291X, Biochemical and Biophysical Research Communications , 2015,463 , , 787 , 792,,,
NATURATU,Modeling a bus through a sequence of traffic lights, Publicado en revista especializada," JORGE VILLALOBOS DURAN, BENJAMIN TOLEDO, JUAN ALEJANDRO VALDIVIA H, ROBERTO ZARAMA, VICTOR MUNOZ",Estados Unidos, Chaos , http://dx.doi.org/10.1063/1.4926669, 1089-7682, Chaos , 2015,25 ,7 , 073117 , 073117,,,
NATURATU,Mechanism study of the thiol-addition reaction to benzothiazole derivative for sensing endogenous thiols, Publicado en revista especializada," OLIMPO JOSE GARCIA BELTRAN, JOSE SANTOS, PEDRO DE LA TORRE, PAULINA PAVEZ, NATALIA MENA, MARCO NUNEZ, MARGARITA ALIAGA",Reino Unido, Tetrahedron Letters ,10.1016/j.tetlet.2015.03.083, 0040-4039, Tetrahedron Letters , 2015,56 , , 2437 , 2440,,,
NATURATU,"Seco-Taondiol, an Unusual Meroterpenoid from the Chilean Seaweed Stypopodiumflabelliforme and Its Gastroprotective Effect in Mouse Model", Publicado en revista especializada," CARLOS ARECHE, OLIMPO JOSE GARCIA BELTRAN, MARIO SIMIRGIOTIS, BEATRIZ SEPULVEDA",Suiza, Marine Drugs ,10.3390/md13041726, 1660-3397, Marine Drugs , 2015,13 , , 1726 , 1738,,,
NATURATU,Host-guest interaction of coumarin-derivative dyes and cucurbit[7]uril: leading to the formation of supramolecular ternary complexes with mercuric ions, Publicado en revista especializada," MARGARITA ALIAGA, LUIS ALBERTO GARCIA RIOS, OLIMPO JOSE GARCIA BELTRAN",Reino Unido, New Journal of Chemistry ,10.1039/c5nj00162e, 1144-0546, New Journal of Chemistry , 2015,39 , , 3084 , 3092,,,
NATURATU,Mechanism study of the thiol-addition reaction to benzothiazole derivative for sensing endogenous thiols, Publicado en revista especializada," OLIMPO JOSE GARCIA BELTRAN, MARGARITA ELLY ALIAGA MIRANDA",Reino Unido, Tetrahedron Letters ,doi:10.1016/j.tetlet.2015.03.083, 0040-4039, Tetrahedron Letters , 2015,56 , , 2437 , 2440,,,
NATURATU,Host¿guest interaction of coumarin-derivative dyes and cucurbit[7]uril: leading to the formation of supramolecular ternary complexes with mercuric ions, Publicado en revista especializada," MARGARITA ELLY ALIAGA MIRANDA, OLIMPO JOSE GARCIA BELTRAN",Reino Unido, New Journal of Chemistry ,DOI: 10.1039/C5NJ00162E, 1144-0546, New Journal of Chemistry , 2015,39 , , 3084 , 3092,,,
NATURATU,Existence of Lower and Upper Solutions in Reverse Order with Respect to a Variable in a Model of Acidogenesis to Anaerobic Digestion, Publicado en revista especializada, MAXIMILIANO MACHADO HIGUERA,Rusia, Bulletin of the South Ural State University, 10.14529/mmp150205, 2071-0216, Bulletin of the South Ural State University, 2015,8 ,2 , 55 , 58,,,
NATURATU,Existencia de super y sub soluciones en un modelo de acidogenesis para la producción de biogas, Publicado en revista especializada, MAXIMILIANO MACHADO HIGUERA,Colombia, Tumbaga ,, 1909-4841, Tumbaga , 2014,1 ,9 , 109 , 122,,,
NATURATU,An unusual mulinane diterpenoid from the Chilean plant Azorella trifurcata (Gaertn) Pers, Publicado en revista especializada," OLIMPO JOSE GARCIA BELTRAN, CARLOS ARECHE, BEATRIZ SEPULVEDA, AURELIO SAN MARTIN, ALVARO CANETE, MARIO SIMIRGIOTIS",Inglaterra, Organic and Biomolecular Chemistry ,10.1039/c4ob00966e, 1477-0520, Organic and Biomolecular Chemistry , 2014,12 , , 6406 , 6413,,,
NATURATU,"Thermoregulatory capacities and torpor in the South American marsupial, Dromiciops gliroides", Publicado en revista especializada, LIDA MARCELA FRANCO PEREZ,Inglaterra, Journal of Thermal Biology ,DOI: 10.1016/j.jtherbio.2014.07.003, 0306-4565, Journal of Thermal Biology , 2014,45 ,N/A , 1 , 8,,,
NATURATU,"The effects of poly-unsaturated fatty acids on the physiology of hibernation in a South American marsupial, Dromiciops gliroides", Publicado en revista especializada, LIDA MARCELA FRANCO PEREZ,Estados Unidos, Comparative Biochemistry And Physiology. Part A,DOI: 10.1016/j.cbpa.2014.07.004, 1096-4940, Comparative Biochemistry And Physiology. Part A, 2014,177 ,N/A , 62 , 69,,,
NATURATU,EXISTENCE OF POSITIVE SOLUTIONS FOR A SUPERLINEAR ELLIPTIC SYSTEM WITH NEUMANN BOUNDARY CONDITION, Publicado en revista especializada, JUAN CARLOS CARDENO ARDILA,Estados Unidos, Electronic Journal of Differential Equations ,, 1072-6691, Electronic Journal of Differential Equations , 2014,21 , , 23 , 30,,,
NATURATU,Substituent effects on reactivity of 3- cinnamoylcoumarins with thiols of biological interest, Publicado en revista especializada," OLIMPO JOSE GARCIA BELTRAN, MARGARITA ALIAGA, BRUCE CASSELS NIVEN, MARCO NUNEZ, PAULINA PAVEZ, DANIELA MILLAN, EDWIN PEREZ, WILLIAM TIZNADO",Inglaterra, RSC Advances ,10.1039/c3ra44695f, 2046-2069, RSC Advances , 2014,4 ,N/A , 697 , 704,,,
NATURATU,Coumarins isolated from Esenbeckia alata (Rutaceae), Publicado en revista especializada," OLIMPO JOSE GARCIA BELTRAN, CARLOS ARECHE, BRUCE CASSELS NIVEN, LUIS CUCA SUAREZ",Colombia, Biochemical Systematics and Ecology ,10.1016/j.bse.2013.12.011, 0305-1978, Biochemical Systematics and Ecology , 2014,52 ,N/A , 38 , 40,,,
NATURATU,Substituent effects on reactivity of 3-cinnamoylcoumarins with thiols of biological interest, Publicado en revista especializada," MARGARITA ELLY ALIAGA MIRANDA, OLIMPO JOSE GARCIA BELTRAN",Reino Unido, RSC Advances ,DOI: 10.1039/C3RA44695F, 2046-2069, RSC Advances , 2014,4 , , 697 , 704,,,
NATURATU,Kinetics and mechanism of the aminolysis of bis(4-nitrophenyl) carbonate and O-(4-nitropheny) S-(4-nitrophenyl) thio and dithiocarbonate, Publicado en revista especializada, MARGARITA ELLY ALIAGA MIRANDA,Estados Unidos, Journal of Physical Organic Chemistry ,DOI: 10.1002/poc.3231, 0894-3230, Journal of Physical Organic Chemistry , 2014,27 , , 265 , 268,,,
NATURATU,"Kinetic study on the aromatic nucleophilic substitution reaction of 3,6-dichloro-1,2,4,5-tetrazine by biothiols", Publicado en revista especializada, MARGARITA ELLY ALIAGA MIRANDA,Estados Unidos, Journal of Physical Organic Chemistry ,DOI: 10.1002/poc.3316, 0894-3230, Journal of Physical Organic Chemistry , 2014,27 , , 670 , 675,,,
NATURATU,(E)-2-(Benzo[d]thiazol-2-yl)-3-heteroarylacrylonitriles as efficient Michael acceptors for cysteine: Real application in biological imaging, Publicado en revista especializada," OLIMPO JOSE GARCIA BELTRAN, MARGARITA ELLY ALIAGA MIRANDA",Polonia, Sensors and Actuators,doi:10.1016/j.snb.2013.12.001, 0925-4005, Sensors and Actuators, 2014,193 , , 391 , 399,,,
NATURATU,Correlation between chemical compounds and mechanical response in culms of two different ages of Guadua angustifolia Kun, Publicado en revista especializada," LUZ ADRIANA SANCHEZ ECHEVERRI, MARIO ENRIQUE RODRIGUEZ GARCIA",México, Madera Bosques ,, 1405-0471, Madera Bosques , 2014,20 ,2 , 87 , 94,,,
NATURATU,Synthesis of coumarin derivatives as fluorescent probes for membrane and cell dynamics studies, Publicado en revista especializada," OLIMPO JOSE GARCIA BELTRAN, ANTONIO GALDAMEZ, BRUCE CASSELS NIVEN, JULIO CABALLERO, MARCO NUNEZ, NATALIA MENA, OSVALDO YANEZ",Colombia, European Journal of Medicinal Chemistry ,10.1016/j.ejmech.2014.02.016, 0223-5234, European Journal of Medicinal Chemistry , 2014,76 ,N/A , 79 , 86,,,
